id,supl_iata,start,end,supplier,iata,value,currency,per_volume,supl_iata_1,value_per_usdc
910,AEG-WRO,2019-06-19,2019-06-19,AEG,WRO,2.840811,USD,gallion.USG.UGL,,284.0811
911,AEG-TIA,2019-06-26,2019-09-07,AEG,TIA,3.568347,USD,gallion.USG.UGL,,356.8347
912,AEG-WRO,2019-06-26,2019-06-26,AEG,WRO,2.81337,USD,gallion.USG.UGL,,281.337
913,Aurora-KBP,2019-02-07,2019-01-08,Aurora,KBP,842,USD,mTon,,254.98482392257228
914,AEG-PRN,2019-02-07,2019-07-16,AEG,PRN,3.565108,USD,gallion.USG.UGL,,356.5108
915,AEG-WRO,2019-10-07,2019-07-10,AEG,WRO,2.883189,USD,gallion.USG.UGL,,288.3189
916,AEG-TIA,2019-10-07,2019-07-16,AEG,TIA,3.613469,USD,gallion.USG.UGL,,361.3469
917,AEG-TAT,2019-07-16,2019-08-12,AEG,TAT,4.802981,USD,gallion.USG.UGL,,480.2981
918,AEG-TAT,2019-08-13,2019-12-08,AEG,TAT,4.802981,USD,gallion.USG.UGL,,480.2981
919,AEG-PRN,2019-07-17,2019-01-08,AEG,PRN,3.585591,USD,gallion.USG.UGL,,358.5591
920,AEG-TIA,2019-07-17,2019-07-23,AEG,TIA,3.65402,USD,gallion.USG.UGL,,365.402
921,AEG--TIA,2019-07-24,2020-03-31,AEG ,TIA,3.579071,USD,gallion.USG.UGL,,357.9071
922,AEG-WRO,2019-07-24,2019-07-24,AEG,WRO,2.908858,USD,gallion.USG.UGL,,290.8858
923,AEG-TIA,2019-02-04,2019-05-23,AEG,TIA,3.748532,USD,gallion.USG.UGL,,374.8532
924,AEG-WRO,2019-07-31,2019-07-31,AEG,WRO,2.784296,USD,gallion.USG.UGL,,278.4296
925,AEG-PRN,2019-02-08,2019-08-16,AEG,PRN,3.498116,USD,gallion.USG.UGL,,349.8116
926,AEG-TAT,2019-08-13,2019-08-26,AEG,TAT,5.247551,USD,gallion.USG.UGL,,524.7551
927,WF---OMO,2019-08-14,2020-03-31,WF  ,OMO,865,EUR,mTon,,240.56384201387945
928,AEG-PRN,2019-08-17,2019-01-10,AEG,PRN,3.613391,USD,gallion.USG.UGL,,361.33910000000003
929,Aurora-SSH,2019-08-17,2019-08-23,Aurora,SSH,2.5785,USD,gallion.USG.UGL,,257.85
930,AEG-WRO,2019-08-21,2019-08-21,AEG,WRO,2.820135,USD,gallion.USG.UGL,,282.0135
931,AEG-TAT,2019-08-27,2019-09-30,AEG,TAT,5.27368,USD,gallion.USG.UGL,,527.3679999999999
932,AEG-WRO,2019-08-28,2019-08-28,AEG,WRO,2.889383,USD,gallion.USG.UGL,,288.9383
933,AEG-TAT,2019-01-10,2019-10-21,AEG,TAT,5.23368,USD,gallion.USG.UGL,,523.3679999999999
934,AEG-PRN,2019-02-10,2019-10-16,AEG,PRN,3.52666,USD,gallion.USG.UGL,,352.666
935,AEG-WRO,2019-09-10,2019-09-10,AEG,WRO,2.914136,USD,gallion.USG.UGL,,291.41360000000003
936,WF-OPO,2019-09-10,2019-10-22,WF,OPO,2.15312,USD,gallion.USG.UGL,,215.31199999999998
937,AEG-TAT,2019-10-22,2019-10-11,AEG,TAT,5.247551,USD,gallion.USG.UGL,,524.7551
938,WF--OPO,2019-10-23,2020-03-31,WF ,OPO,2.15312,USD,gallion.USG.UGL,,215.31199999999998
939,Aurora-KBP,2019-02-11,2019-02-12,Aurora,KBP,800,USD,mTon,,242.2658659596886
940,RN-AERO-AER,2019-06-11,2020-03-31,RN AERO,AER,746,USD,mTon,,225.91292000740964
941,RN-AERO--AER,2019-06-11,2020-03-31,RN AERO ,AER,746,USD,mTon,,225.91292000740964
942,WF-BUS,2019-06-11,2020-03-31,WF,BUS,2.53107,USD,gallion.USG.UGL,,253.10700000000003
943,WF--BUS,2019-06-11,2020-03-31,WF ,BUS,2.53107,USD,gallion.USG.UGL,,253.10700000000003
944,WF-AQJ,2019-06-11,2020-03-31,WF,AQJ,2.46527,USD,gallion.USG.UGL,,246.527
945,WF--AQJ,2019-06-11,2020-03-31,WF ,AQJ,2.46527,USD,gallion.USG.UGL,,246.527
946,AEG--PMO,2019-11-11,2020-03-31,AEG ,PMO,2.2921,USD,gallion.USG.UGL,,229.21
947,AEG-AQJ,2019-12-11,2020-03-31,AEG,AQJ,2.5496,USD,gallion.USG.UGL,,254.95999999999998
948,WF--BAH,2019-12-11,2020-03-31,WF ,BAH,2.12303,USD,gallion.USG.UGL,,212.303
949,AEG--BAH,2019-12-11,2020-03-31,AEG ,BAH,2.0189,USD,gallion.USG.UGL,,201.89
950,AEG--AOI,2019-11-13,2020-03-31,AEG ,AOI,3.3167,USD,gallion.USG.UGL,,331.67
951,WF--AOI,2019-11-13,2019-11-13,WF ,AOI,3.43746,USD,gallion.USG.UGL,,343.74600000000004
952,Aurora-SSH,2019-11-25,2019-09-12,Aurora,SSH,2.3594,USD,gallion.USG.UGL,,235.94
953,Shannon--KBP,2019-03-12,2019-03-12,Shannon ,KBP,797,USD,mTon,,241.3573689623398
954,Shannon--SSH,2020-07-01,2020-07-01,Shannon ,SSH,2.4895,USD,gallion.USG.UGL,,248.95000000000002
955,WF--VLC,2019-11-29,2019-11-29,WF ,VLC,2.21327,USD,gallion.USG.UGL,,221.327
956,AEG--VLC,2019-11-29,2019-11-29,AEG ,VLC,2.1386,USD,gallion.USG.UGL,,213.85999999999999
957,Ist Jet--VLC,2019-11-29,2020-03-31,Ist Jet ,VLC,509.07,EUR,M3.1000L,,176.9712165098345
958,WF--LIL,2019-06-11,2019-06-11,WF ,LIL,2.19808,USD,gallion.USG.UGL,,219.808
959,AEG--BOD,2019-02-12,2019-02-12,AEG ,BOD,2.2706,USD,gallion.USG.UGL,,227.06
960,AEG--LIL,2019-02-12,2019-02-12,AEG ,LIL,2.2538,USD,gallion.USG.UGL,,225.38
961,WF--BOD,2019-02-12,2019-02-12,WF ,BOD,2.33293,USD,gallion.USG.UGL,,233.293
962,Ist Jet--LIL,2019-02-12,2019-02-12,Ist Jet ,LIL,223.39,USDC,gallion.USG.UGL,,205.1519882450179
963,Shannon--AQJ,2019-01-10,2019-01-10,Shannon ,AQJ,2.5074,USD,gallion.USG.UGL,,250.74
964,AEG-AQJ,2019-06-11,2020-03-31,AEG,AQJ,2.503779,USD,gallion.USG.UGL,,250.3779
965,Ist Jet--AQJ,2019-06-11,2020-03-31,Ist Jet ,AQJ,252,USDC,gallion.USG.UGL,,231.42620993663328
966,AEG--AQJ,2019-06-11,2020-03-31,AEG ,AQJ,2.503779,USD,gallion.USG.UGL,,250.3779
967,Shannon--BZG,2019-06-11,2020-03-31,Shannon ,BZG,2.39,EUR,gallion.USG.UGL,,219.48755624942604
968,WF--BZG,2019-06-11,2020-03-31,WF ,BZG,2.59767,USD,gallion.USG.UGL,,259.767
969,AEG--BUS,2019-06-11,2020-03-31,AEG ,BUS,2.5496,USD,gallion.USG.UGL,,254.95999999999998
970,Shannon--BUS,2019-06-11,2020-03-31,Shannon ,BUS,846.29,USD,mTon,,256.2839746287811
971,WF--FNC,2019-01-07,2020-03-31,WF ,FNC,2.23187,USD,gallion.USG.UGL,,223.18699999999998
972,WF--RHO,2019-01-07,2020-03-31,WF ,RHO,2.37756,USD,gallion.USG.UGL,,237.756
973,WF--TIV,2019-01-07,2020-03-31,WF ,TIV,2.41251,USD,gallion.USG.UGL,,241.251
974,AEG--ZAZ,2019-08-21,2020-03-31,AEG ,ZAZ,2.2378,USD,gallion.USG.UGL,,223.78
975,WF--OSL,2019-06-06,2020-03-31,WF ,OSL,2.27424,USD,gallion.USG.UGL,,227.42399999999998
976,WF--LTN,2019-06-19,2020-03-31,WF ,LTN,2.13701,USD,gallion.USG.UGL,,213.70100000000002
977,WF-DUB,2019-06-19,2019-03-31,WF,DUB,2.07125,USD,gallion.USG.UGL,,207.125
978,WF-LJU,2019-06-19,2019-03-31,WF,LJU,2.84164,USD,gallion.USG.UGL,,284.164
979,Jetex--LJU,2019-06-19,2020-03-31,Jetex ,LJU,2.9284,USD,gallion.USG.UGL,,292.84
980,WF-EVN,2019-10-25,2019-02-12,WF,EVN,2.95916,USD,gallion.USG.UGL,,295.916
981,WF-RZE,2019-02-10,2019-04-11,WF,RZE,2.71022,USD,gallion.USG.UGL,,271.022
982,WF-TNG,2019-11-16,2019-11-30,WF,TNG,2.43453,USD,gallion.USG.UGL,,243.453
983,AEG-PRN,2019-10-17,2019-11-15,AEG,PRN,3.498116,USD,gallion.USG.UGL,,349.8116
984,Aurora-SSH,2019-08-24,2019-11-24,Aurora,SSH,2.5785,USD,gallion.USG.UGL,,257.85
985,WF-SXF,2019-07-07,2019-08-07,WF,SXF,2.520431,USD,gallion.USG.UGL,,252.04309999999998
986,domodedovo-DME,2019-05-05,2019-05-05,domodedovo,DME,2.870090634,USD,gallion.USG.UGL,,287.0090634
987,WF--GOA,2019-05-12,2020-03-31,WF ,GOA,2.40923,USD,gallion.USG.UGL,,240.923
988,AEG--GOA,2019-05-12,2020-03-31,AEG ,GOA,2.4906,USD,gallion.USG.UGL,,249.06
989,WF-EVN,2019-03-12,2019-09-12,WF,EVN,2.95916,USD,gallion.USG.UGL,,295.916
990,WF--ARN,2019-09-12,2020-03-31,WF ,ARN,2.0196,USD,gallion.USG.UGL,,201.96
991,AEG--ARN,2019-09-12,2020-01-31,AEG ,ARN,2.3383,USD,gallion.USG.UGL,,233.82999999999998
992,AEG-PED,2019-11-27,2019-03-12,AEG,PED,2.939358,USD,gallion.USG.UGL,,293.9358
993,AEG-PED,2019-04-12,2019-09-12,AEG,PED,2.939358,USD,gallion.USG.UGL,,293.9358
994,AEG-PED,2019-10-12,2019-10-11,AEG,PED,2.956727,USD,gallion.USG.UGL,,295.67269999999996
995,AEG-PED,2019-11-12,2019-12-16,AEG,PED,2.956727,USD,gallion.USG.UGL,,295.67269999999996
996,AEG-PED,2019-12-17,2019-12-24,AEG,PED,2.965695,USD,gallion.USG.UGL,,296.5695
997,AEG-TAT,2019-03-18,2019-03-18,AEG,TAT,4.748235,USD,gallion.USG.UGL,,474.8235
998,AEG-TAT,2019-04-12,2019-09-12,AEG,TAT,5.216133,USD,gallion.USG.UGL,,521.6133
999,AEG-TAT,2019-10-12,2019-10-12,AEG,TAT,5.2426,USD,gallion.USG.UGL,,524.26
1000,AEG-TAT,2019-11-12,2019-11-12,AEG,TAT,5.2426,USD,gallion.USG.UGL,,524.26
1001,AEG-TAT,2019-12-17,2019-12-17,AEG,TAT,5.247604,USD,gallion.USG.UGL,,524.7604
1002,AEG-PRN,2019-11-16,2019-09-12,AEG,PRN,3.494875,USD,gallion.USG.UGL,,349.4875
1003,AEG-PRN,2019-10-12,2019-10-12,AEG,PRN,3.45811,USD,gallion.USG.UGL,,345.811
1004,AEG-PRN,2019-12-17,2019-12-18,AEG,PRN,3.461371,USD,gallion.USG.UGL,,346.13710000000003
1005,AEG-KRK,2019-09-10,2019-02-12,AEG,KRK,2.237878,USD,gallion.USG.UGL,,223.78779999999998
1006,AEG-KRK,2019-04-12,2019-09-12,AEG,KRK,2.204079,USD,gallion.USG.UGL,,220.4079
1007,AEG-KRK,2019-10-12,2019-12-16,AEG,KRK,2.184379,USD,gallion.USG.UGL,,218.43789999999998
1008,AEG-KRK,2019-12-17,2019-12-18,AEG,KRK,2.212279,USD,gallion.USG.UGL,,221.2279
1009,AEG-WRO,2019-12-30,2019-12-30,AEG,WRO,2.72421,USD,gallion.USG.UGL,,272.421
1010,AEG-WRO,2019-04-12,2019-04-12,AEG,WRO,2.897366,USD,gallion.USG.UGL,,289.7366
1011,AEG-WRO,2019-10-12,2019-10-12,AEG,WRO,2.896423,USD,gallion.USG.UGL,,289.6423
1012,AEG-WRO,2019-12-17,2019-12-17,AEG,WRO,2.908223,USD,gallion.USG.UGL,,290.8223
1013,AEG-PED,2019-08-28,2019-08-28,AEG,PED,2.866431,USD,gallion.USG.UGL,,286.6431
1014,WF-TBS,2019-01-01,2019-01-31,WF,TBS,795.69,USD,mTon,,240.96065860683078
1015,WF-TGD,2019-01-03,2019-03-31,WF,TGD,818.36,USD,mTon,,247.82586758346346
1016,AEG-SXB,2019-01-03,2019-03-31,AEG,SXB,1279.25,USD,mTon,,387.39826128616454
1017,Shannon--KBP,2019-01-03,2019-03-31,Shannon ,KBP,915,USD,mTon,,277.09158419139385
1018,WF-EVN,2019-10-12,2019-12-28,WF,EVN,2.95916,USD,gallion.USG.UGL,,295.916
1019,WF-RZE,2019-05-11,2019-12-23,WF,RZE,2.71321,USD,gallion.USG.UGL,,271.321
1020,WF-TBS,2019-01-02,2020-01-01,WF,TBS,1.8608,USD,gallion.USG.UGL,,186.08
1021,AEG-PED,2019-12-25,2020-07-01,AEG,PED,2.964441,USD,gallion.USG.UGL,,296.4441
1022,AEG-TAT,2019-12-19,2020-01-01,AEG,TAT,5.283032,USD,gallion.USG.UGL,,528.3032000000001
1023,AEG-PRN,2019-12-19,2019-12-15,AEG,PRN,3.488733,USD,gallion.USG.UGL,,348.8733
1024,AEG-KRK,2019-12-19,2020-06-01,AEG,KRK,2.308574,USD,gallion.USG.UGL,,230.8574
1025,AEG-WRO,2019-01-31,2019-01-31,AEG,WRO,3.036202,USD,gallion.USG.UGL,,303.6202
1026,WF-TGD,2019-01-04,2019-04-30,WF,TGD,818.36,USD,mTon,,247.82586758346346
1027,WF-EVN,2019-12-28,2020-01-24,WF,EVN,2.95916,USD,gallion.USG.UGL,,295.916
1028,WF-TBS,2020-02-01,2020-01-15,WF,TBS,1.86608,USD,gallion.USG.UGL,,186.608
1029,WF-TGD,2020-07-01,2020-01-13,WF,TGD,1.88078,USD,gallion.USG.UGL,,188.078
1030,WF-TNG,2020-01-01,2020-01-15,WF,TNG,2.52038,USD,gallion.USG.UGL,,252.03799999999998
1031,Aurora-KBP,2019-03-12,2020-03-31,Aurora,KBP,745,USD,mTon,,225.61008767496003
1032,Aurora-SSH,2019-10-12,2020-06-01,Aurora,SSH,2.5785,USD,gallion.USG.UGL,,257.85
1033,AEG-PED,2020-08-01,2020-01-13,AEG,PED,3.007295,USD,gallion.USG.UGL,,300.72950000000003
1034,AEG-TAT,2020-08-01,2020-10-01,AEG,TAT,5.24577,USD,gallion.USG.UGL,,524.577
1035,AEG-PRN,2019-12-16,2019-12-31,AEG,PRN,3.46442,USD,gallion.USG.UGL,,346.442
1036,AEG-KRK,2020-07-01,2020-07-14,AEG,KRK,2.308574,USD,gallion.USG.UGL,,230.8574
1037,AEG-WRO,2020-07-01,2020-07-01,AEG,WRO,3.049783,USD,gallion.USG.UGL,,304.9783
1038,WF-RZE,2019-12-24,2020-01-01,WF,RZE,2.71321,USD,gallion.USG.UGL,,271.321
1039,WF-TGD,2020-01-14,2020-01-27,WF,TGD,1.8491,USD,gallion.USG.UGL,,184.91
1040,AEG--KEF,2020-01-14,2020-01-14,AEG ,KEF,2.1594,USD,gallion.USG.UGL,,215.94000000000003
1041,WF--KEF,2020-01-14,2020-01-14,WF ,KEF,2.27718,USD,gallion.USG.UGL,,227.718
1042,AEG-PED,2020-01-14,2020-01-14,AEG,PED,2.993259,USD,gallion.USG.UGL,,299.3259
1043,AEG-TAT,2020-11-01,2020-11-01,AEG,TAT,5.236563,USD,gallion.USG.UGL,,523.6563
1044,AEG-PRN,2020-01-01,2020-01-01,AEG,PRN,3.531282,USD,gallion.USG.UGL,,353.1282
1045,AEG-KRK,2020-01-15,2020-01-15,AEG,KRK,2.315235,USD,gallion.USG.UGL,,231.52349999999998
1046,AEG-WRO,2020-01-15,2020-01-15,AEG,WRO,3.016215,USD,gallion.USG.UGL,,301.62149999999997
1047,Ist Jet--KEF,2020-01-15,2020-01-15,Ist Jet ,KEF,227.46,USDC,gallion.USG.UGL,,208.88970520708972
1048,WF--GZP,2020-01-15,2020-01-15,WF ,GZP,4.09499,USD,gallion.USG.UGL,,409.499
1049,WF-FCO,2020-01-16,2020-01-16,WF,FCO,2.09827,USD,gallion.USG.UGL,,209.827
1050,AEG-NAV,2020-01-17,2020-01-17,AEG,NAV,2.3259,USD,gallion.USG.UGL,,232.58999999999997
1051,WF-NAV,2020-01-17,2020-01-17,WF,NAV,2.31779,USD,gallion.USG.UGL,,231.779
1052,WF-EVN,2020-01-25,2020-01-25,WF,EVN,2.91686,USD,gallion.USG.UGL,,291.686
1053,WF-TBS,2020-01-16,2020-01-31,WF,TBS,1.829,USD,gallion.USG.UGL,,182.9
1054,WF-TGD,2020-01-28,2020-03-02,WF,TGD,1.7478,USD,gallion.USG.UGL,,174.78
1055,WF-TNG,2020-01-16,2020-01-31,WF,TNG,2.4806,USD,gallion.USG.UGL,,248.06
1056,AEG-PED,2020-01-22,2020-01-28,AEG,PED,3.187186,USD,gallion.USG.UGL,,318.7186
1057,AEG-TAT,2020-01-28,2020-02-02,AEG,TAT,5.236563,USD,gallion.USG.UGL,,523.6563
1058,AEG-PRN,2020-01-16,2020-01-31,AEG,PRN,3.473638,USD,gallion.USG.UGL,,347.36379999999997
1059,AEG-KRK,2020-01-28,2020-03-02,AEG,KRK,2.182435,USD,gallion.USG.UGL,,218.24349999999998
1060,AEG-WRO,2020-01-28,2020-01-28,AEG,WRO,2.803331,USD,gallion.USG.UGL,,280.3331
1061,WF--NCE,2020-01-29,2020-03-31,WF ,NCE,2.23322,USD,gallion.USG.UGL,,223.32200000000003
1062,AEG--NCE,2020-01-29,2020-03-31,AEG ,NCE,2.0812,USD,gallion.USG.UGL,,208.12
1063,Jetex--VKO,2020-01-02,2020-03-31,Jetex ,VKO,1137,USD,mTon,,344.32036199520746
1064,Jetex--NHD,2020-01-02,2020-03-31,Jetex ,NHD,3.7285,USD,gallion.USG.UGL,,372.84999999999997
1065,Jetex--EVN,2020-01-02,2020-03-31,Jetex ,EVN,984,USD,mTon,,297.987015130417
1066,Jetex--PRN,2020-01-02,2020-03-31,Jetex ,PRN,3.32,EUR,gallion.USG.UGL,,304.89484801175496
1067,Jetex--BZG,2020-01-02,2020-03-31,Jetex ,BZG,2.35,EUR,gallion.USG.UGL,,215.81412434566994
1068,Jetex--WRO,2020-01-02,2020-03-31,Jetex ,WRO,2.45,EUR,gallion.USG.UGL,,224.99770410506017
1069,Jetex--KZN,2020-01-02,2020-03-31,Jetex ,KZN,822,USD,mTon,,248.92817727358005
1070,Jetex--KUF,2020-01-02,2020-03-31,Jetex ,KUF,792,USD,mTon,,239.84320730009173
1071,Jetex--GOJ,2020-01-02,2020-03-31,Jetex ,GOJ,792,USD,mTon,,239.84320730009173
1072,Jetex--VOZ,2020-01-02,2020-03-31,Jetex ,VOZ,918,USD,mTon,,278.0000811887427
1073,Jetex--KRR,2020-01-02,2020-03-31,Jetex ,KRR,881,USD,mTon,,266.79528488810706
1074,Jetex--VOG,2020-01-02,2020-03-31,Jetex ,VOG,984,USD,mTon,,297.987015130417
1075,Jetex--DME,2020-01-02,2020-03-31,Jetex ,DME,824,USD,mTon,,249.53384193847927
1076,Jetex--AER,2020-01-02,2020-03-31,Jetex ,AER,927,USD,mTon,,280.7255721807892
1077,Jetex--GZP,2020-01-02,2020-03-31,Jetex ,GZP,276.14,USDC,gallion.USG.UGL,,253.59537147580124
1078,Jetex--LWO,2020-01-02,2020-03-31,Jetex ,LWO,790,USD,mTon,,239.2375426351925
1079,WF--LEJ,2020-01-02,2020-03-31,WF ,LEJ,2.17592,USD,gallion.USG.UGL,,217.592
1080,WF--DRS,2020-01-02,2020-03-31,WF ,DRS,2.39773,USD,gallion.USG.UGL,,239.77300000000002
1081,WF--SXF,2020-01-02,2020-03-31,WF ,SXF,2.06724,USD,gallion.USG.UGL,,206.724
1082,Jetex--DRS,2020-01-02,2020-03-31,Jetex ,DRS,2.0497,USD,gallion.USG.UGL,,204.97
1083,Jetex--LEJ,2020-01-02,2020-03-31,Jetex ,LEJ,1.9767,USD,gallion.USG.UGL,,197.67
1084,Jetex--SXF,2020-01-02,2020-03-31,Jetex ,SXF,2.2406,USD,gallion.USG.UGL,,224.06
1085,AEG--LEJ,2020-01-02,2020-03-31,AEG ,LEJ,1.9903,USD,gallion.USG.UGL,,199.03
1086,AEG--DRS,2020-01-02,2020-03-31,AEG ,DRS,2.0629,USD,gallion.USG.UGL,,206.29
1087,AEG--SXF,2020-01-02,2020-03-31,AEG ,SXF,2.1038,USD,gallion.USG.UGL,,210.38000000000002
1088,AEG-PED,2020-01-29,2020-04-02,AEG,PED,3.17363,USD,gallion.USG.UGL,,317.363
1089,AEG-TAT,2020-03-02,2020-03-02,AEG,TAT,5.505944,USD,gallion.USG.UGL,,550.5944000000001
1090,AEG-KRK,2020-04-02,2020-04-02,AEG,KRK,2.051935,USD,gallion.USG.UGL,,205.19349999999997
1091,AEG-WRO,2020-04-02,2020-04-02,AEG,WRO,1.779424,USD,gallion.USG.UGL,,177.9424
1092,AEG-PED,2020-05-02,2020-05-02,AEG,PED,3.156989,USD,gallion.USG.UGL,,315.6989
1093,UAS-AQJ,2020-01-02,2020-02-29,UAS,AQJ,247.73,USDC,gallion.USG.UGL,,227.50482137937368
1094,UAS--DJE,2020-01-02,2020-03-31,UAS ,DJE,222.24,USDC,gallion.USG.UGL,,204.09587657268804
1095,UAS--MIR,2020-01-02,2020-03-31,UAS ,MIR,2.22,USD,gallion.USG.UGL,,222.00000000000003
1096,UAS--BRS,2020-01-02,2020-03-31,UAS ,BRS,280.17,USDC,gallion.USG.UGL,,257.29635411883555
1097,Shannon--ODS,2020-01-02,2020-03-31,Shannon ,ODS,970,USD,mTon,,293.7473624761224
1098,Shannon--HRK,2020-01-02,2020-03-31,Shannon ,HRK,915,USD,mTon,,277.09158419139385
1099,Shannon--EVN,2020-01-02,2020-03-31,Shannon ,EVN,1024,USD,mTon,,310.10030842840143
1100,Shannon--GYD,2020-01-02,2020-03-31,Shannon ,GYD,865,USD,mTon,,261.94996756891334
1101,Shannon--MSQ,2020-01-02,2020-03-31,Shannon ,MSQ,1120,USD,mTon,,339.17221234356407
1102,Shannon--AER,2020-01-02,2020-03-31,Shannon ,AER,775,EUR,mTon,,215.53407810492087
1103,Shannon--GOJ,2020-01-02,2020-03-31,Shannon ,GOJ,725,EUR,mTon,,201.628653711055
1104,Shannon--KUF,2020-01-02,2020-03-31,Shannon ,KUF,725,EUR,mTon,,201.628653711055
1105,Shannon--MRV,2020-01-02,2020-03-31,Shannon ,MRV,830,USD,mTon,,251.35083593317694
1106,Shannon--ROV,2020-01-02,2020-03-31,Shannon ,ROV,806,USD,mTon,,244.08285995438627
1107,Shannon--VOG,2020-01-02,2020-03-31,Shannon ,VOG,969.43,USD,mTon,,293.57474804662615
1108,Shannon--VOZ,2020-01-02,2020-03-31,Shannon ,VOZ,893.55,USD,mTon,,270.5958306603497
1109,Aurora--HRE,2020-01-02,2020-03-31,Aurora ,HRE,363.4,USDC,gallion.USG.UGL,,333.73128845624024
1110,Aurora--AQJ,2020-01-02,2020-03-31,Aurora ,AQJ,247.73,USDC,gallion.USG.UGL,,227.50482137937368
1111,Aurora--GYD,2020-01-02,2020-03-31,Aurora ,GYD,850,USD,mTon,,257.40748258216917
1112,Aurora--KBP,2020-01-02,2020-03-31,Aurora ,KBP,745,USD,mTon,,225.61008767496003
1113,Aurora--HRK,2020-01-02,2020-03-31,Aurora ,HRK,901.45,USD,mTon,,272.9882060867016
1114,Aurora--ODS,2020-01-02,2020-03-31,Aurora ,ODS,942,USD,mTon,,285.26805716753336
1115,Aurora--ASB,2020-01-02,2020-03-31,Aurora ,ASB,585.7,USD,mTon,,177.36889711573704
1116,AEG--EVN,2020-01-02,2020-03-31,AEG ,EVN,1018,USD,mTon,,308.28331443370377
1117,AEG--GYD,2020-01-02,2020-03-31,AEG ,GYD,850.01,USD,mTon,,257.41051090549365
1118,AEG--MSQ,2020-01-02,2020-03-31,AEG ,MSQ,1070,USD,mTon,,324.0305957210835
1119,AEG--OMO,2020-01-02,2020-03-31,AEG ,OMO,6.2744,USD,gallion.USG.UGL,,627.44
1120,AEG--CTA,2020-01-02,2020-03-31,AEG ,CTA,501.4,USD,M3.1000L,,189.80054681969077
1121,AEG--AHO,2020-01-02,2020-03-31,AEG ,AHO,2.513,USD,gallion.USG.UGL,,251.29999999999998
1122,AEG--PRN,2020-01-02,2020-01-02,AEG ,PRN,1.1239,EUR,litter.L,,390.70844979387357
1123,AEG--SKP,2020-01-02,2020-01-02,AEG ,SKP,735,USD,M3.1000L,,278.22776607992165
1124,AEG--LUZ,2020-01-02,2020-01-02,AEG ,LUZ,2.9874,USD,gallion.USG.UGL,,298.74
1125,AEG--WRO,2020-01-02,2020-01-02,AEG ,WRO,10.47,PLN,gallion.USG.UGL,,273.2493588668121
1126,AEG--VKO,2020-01-02,2020-01-02,AEG ,VKO,930,USD,mTon,,281.634069178138
1127,AEG--KZN,2020-01-02,2020-01-02,AEG ,KZN,806,USD,mTon,,244.08285995438627
1128,AEG--VOZ,2020-01-02,2020-03-31,AEG ,VOZ,895,USD,mTon,,271.0349375424016
1129,AEG--KSC,2020-01-02,2020-03-31,AEG ,KSC,0.794,EUR,litter.L,,276.0232308357822
1130,AEG--SLD,2020-01-02,2020-03-31,AEG ,SLD,1232.23,EUR,mTon,,342.6936220170666
1131,AEG--TAT,2020-01-02,2020-03-31,AEG ,TAT,4.8483,EUR,gallion.USG.UGL,,445.24749747451557
1132,AEG--ARN,2020-01-02,2020-03-31,AEG ,ARN,2.7851,USD,gallion.USG.UGL,,278.51
1133,AEG--GZP,2020-01-02,2020-03-31,AEG ,GZP,0.6106,USD,litter.L,,231.13724384440184
1134,AEG--ASB,2020-01-02,2020-03-31,AEG ,ASB,610,USD,mTon,,184.72772279426258
1135,AEG--ASB,2020-01-02,2020-03-15,AEG ,ASB,725,USD,mTon,,219.5534410259678
1136,AEG--HRK,2020-01-02,2020-03-31,AEG ,HRK,937.9,USD,mTon,,284.02644460448994
1137,AEG--NHD,2020-01-02,2020-03-31,AEG ,NHD,3.7309,USD,gallion.USG.UGL,,373.09000000000003
1138,AEG--SEN,2020-01-02,2020-03-31,AEG ,SEN,0.8162,GBP,litter.L,,399.6440211305259
1139,AEG-LTN,2019-07-20,2020-03-31,AEG,LTN,2.270554,USD,gallion.USG.UGL,,227.05540000000002
1140,Aurora-SSH,2020-07-01,2020-03-31,Aurora,SSH,2.5785,USD,gallion.USG.UGL,,257.85
1141,WF-EVN,2020-06-02,2020-06-02,WF,EVN,2.91082,USD,gallion.USG.UGL,,291.082
1142,WF-RZE,2020-01-01,2020-01-01,WF,RZE,2.71321,USD,gallion.USG.UGL,,271.321
1143,WF-TNG,2020-01-02,2020-02-15,WF,TNG,2.31762,USD,gallion.USG.UGL,,231.76199999999997
1144,Jetex--RTM,2020-01-02,2020-03-31,Jetex ,RTM,528.68,USDC,gallion.USG.UGL,,485.5174947194416
1145,WF--EVN,2020-06-02,2020-03-31,WF ,EVN,2.91082,USD,gallion.USG.UGL,,291.082
1146,WF--NHD,2020-06-02,2020-03-31,WF ,NHD,3.73,USD,gallion.USG.UGL,,373.0
1147,WF--AQJ,2020-06-02,2020-03-31,WF ,AQJ,2.47734,USD,gallion.USG.UGL,,247.73399999999998
1148,WF--FEZ,2020-06-02,2020-03-31,WF ,FEZ,2.3763,USD,gallion.USG.UGL,,237.63
1149,WF--GYD,2020-06-02,2020-03-31,WF ,GYD,2.61827,USD,gallion.USG.UGL,,261.827
1150,WF--KZN,2020-06-02,2020-03-31,WF ,KZN,2.73559,USD,gallion.USG.UGL,,273.559
1151,WF--LXR,2020-06-02,2020-03-31,WF ,LXR,2.35099,USD,gallion.USG.UGL,,235.099
1152,WF--MRV,2020-06-02,2020-03-31,WF ,MRV,2.68121,USD,gallion.USG.UGL,,268.121
