id,supl_iata,start,end,platts,value,period,unnamed__6,unnamed__7
539,HNWE  USDC.UGLPM,2019-01-04,2019-04-30,HNWE  USDC.UGL,194.97,PM,,
540,HROTT  USDC.UGLPM,2019-01-04,2019-04-30,HROTT  USDC.UGL,193.44,PM,,
541,ISRAELI GOVT USDC.USGPM,2019-01-04,2019-04-30,ISRAELI GOVT USDC.USG,203.73,PM,,
542,ISRAELI GOVT USDC.USGPM,2019-01-04,2019-04-30,ISRAELI GOVT USDC.USG,204.95,PM,,
543,LukOIL FOB MED1/2M,2019-01-04,2019-04-15,LukOIL FOB MED,620.23,1/2M,,
544,MOPAGPM,2019-01-04,2019-04-30,MOPAG,185.35,PM,,
545,ARAB GULF FOB HIGH PRIORPW,2019-02-04,2019-08-04,ARAB GULF FOB HIGH PRIOR,198.77,PW,,
546,EGPCPW,2019-02-04,2019-08-04,EGPC,223,PW,,
547,FOB MED  USDC.UGLPW,2019-02-04,2019-08-04,FOB MED  USDC.UGL,187.09,PW,,
548,HNWE  USDC.UGLPW,2019-02-04,2019-08-04,HNWE  USDC.UGL,194.86,PW,,
549,HROTT  USDC.UGLPW,2019-02-04,2019-04-08,HROTT  USDC.UGL,194.24,PW,,
550,MOPAGPW,2019-02-04,2019-08-04,MOPAG,184.61,PW,,
551,ARAB GULF FOB HIGH PRIORPW,2019-09-04,2019-04-15,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
552,EGPCPW,2019-09-04,2019-04-15,EGPC,222,PW,,
553,FOB MED  USDC.UGLPW,2019-09-04,2019-04-15,FOB MED  USDC.UGL,189.2,PW,,
554,HNWE  USDC.UGLPW,2019-09-04,2019-04-15,HNWE  USDC.UGL,197.37,PW,,
555,HROTT  USDC.UGLPW,2019-09-04,2019-04-15,HROTT  USDC.UGL,196.13,PW,,
556,MOPAGPW,2019-09-04,2019-04-15,MOPAG,184.61,PW,,
557,ARAB GULF FOB HIGH PRIORPW,2019-04-16,2019-04-22,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
558,CIF MED USDC.UGL1/2M,2019-04-16,2019-04-30,CIF MED USDC.UGL,198.76,1/2M,,
559,EGPCPW,2019-04-16,2019-04-22,EGPC,225,PW,,
560,EGPC1/2M,2019-04-16,2019-04-30,EGPC,268.65,1/2M,,
561,FOB MED  USDC.UGLPW,2019-04-16,2019-04-22,FOB MED  USDC.UGL,194.01,PW,,
562,FOB MED  USDC.UGL1/2M,2019-04-16,2019-04-30,FOB MED  USDC.UGL,192.08,1/2M,,
563,HNWE  USDC.UGLPW,2019-04-16,2019-04-22,HNWE  USDC.UGL,200.72,PW,,
564,HNWE  USDC.UGL1/2M,2019-04-16,2019-04-30,HNWE  USDC.UGL,199.16,1/2M,,
565,HROTT  USDC.UGLPW,2019-04-16,2019-04-22,HROTT  USDC.UGL,199.66,PW,,
566,LukOIL FOB MED1/2M,2019-04-16,2019-04-30,LukOIL FOB MED,634.28,1/2M,,
567,MOPAGPW,2019-04-16,2019-04-22,MOPAG,184.61,PW,,
568,ARAB GULF FOB HIGH PRIORPW,2019-04-23,2019-04-29,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
569,EGPCPW,2019-04-23,2019-04-29,EGPC,230,PW,,
570,FOB MED  USDC.UGLPW,2019-04-23,2019-04-29,FOB MED  USDC.UGL,195.52,PW,,
571,HNWE  USDC.UGLPW,2019-04-23,2019-04-29,HNWE  USDC.UGL,201.74,PW,,
572,HROTT  USDC.UGLPW,2019-04-23,2019-04-29,HROTT  USDC.UGL,200.93,PW,,
573,MOPAGPW,2019-04-23,2019-04-29,MOPAG,184.61,PW,,
574,ARAB GULF FOB HIGH PRIORPW,2019-04-30,2019-06-05,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
575,EGPCPW,2019-04-30,2019-06-05,EGPC,230,PW,,
576,FOB MED  USDC.UGLPW,2019-04-30,2019-06-05,FOB MED  USDC.UGL,199.13,PW,,
577,HNWE  USDC.UGLPW,2019-04-30,2019-06-05,HNWE  USDC.UGL,204.43,PW,,
578,HROTT  USDC.UGLPW,2019-04-30,2019-06-05,HROTT  USDC.UGL,203.69,PW,,
579,MOPAGPW,2019-04-30,2019-06-05,MOPAG,184.61,PW,,
580,ARAB GULF FOB HIGH PRIORPM,2019-01-05,2019-05-31,ARAB GULF FOB HIGH PRIOR,185.4,PM,,
581,CIF MED USDC.UGL1/2M,2019-01-05,2019-05-15,CIF MED USDC.UGL,218.81,1/2M,,
582,EGPC1/2M,2019-01-05,2019-05-15,EGPC,268.65,1/2M,,
583,FOB MED  USDC.UGL1/2M,2019-01-05,2019-05-15,FOB MED  USDC.UGL,196.68,1/2M,,
584,FOB MED  USDC.UGLPM,2019-01-05,2019-05-31,FOB MED  USDC.UGL,194.36,PM,,
585,HNWE  USDC.UGL1/2M,2019-01-05,2019-05-15,HNWE  USDC.UGL,203.01,1/2M,,
586,HNWE  USDC.UGLPM,2019-01-05,2019-05-31,HNWE  USDC.UGL,200.83,PM,,
587,HROTT  USDC.UGLPM,2019-01-05,2019-05-31,HROTT  USDC.UGL,199.48,PM,,
588,ISRAELI GOVT USDC.USGPM,2019-01-05,2019-05-31,ISRAELI GOVT USDC.USG,213.67,PM,,
589,LukOIL FOB MED1/2M,2019-01-05,2019-05-15,LukOIL FOB MED,649.47,1/2M,,
590,MOPAGPM,2019-01-05,2019-05-31,MOPAG,192.46,PM,,
591,MOPAGPM,2019-01-05,2019-05-31,MOPAG,185.35,PM,,
592,ARAB GULF FOB HIGH PRIORPW,2019-07-05,2019-05-13,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
593,EGPCPW,2019-07-05,2019-05-13,EGPC,232,PW,,
594,FOB MED  USDC.UGLPW,2019-07-05,2019-05-13,FOB MED  USDC.UGL,196.89,PW,,
595,HNWE  USDC.UGLPW,2019-07-05,2019-05-13,HNWE  USDC.UGL,201.88,PW,,
596,HROTT  USDC.UGLPW,2019-07-05,2019-05-13,HROTT  USDC.UGL,201.43,PW,,
597,MOPAGPW,2019-07-05,2019-05-13,MOPAG,184.61,PW,,
598,ARAB GULF FOB HIGH PRIORPW,2019-05-14,2019-05-20,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
599,EGPCPW,2019-05-14,2019-05-20,EGPC,232,PW,,
600,FOB MED  USDC.UGLPW,2019-05-14,2019-05-20,FOB MED  USDC.UGL,196.41,PW,,
601,HNWE  USDC.UGLPW,2019-05-14,2019-05-20,HNWE  USDC.UGL,201.67,PW,,
602,HROTT  USDC.UGLPW,2019-05-14,2019-05-20,HROTT  USDC.UGL,201.67,PW,,
603,MOPAGPW,2019-05-14,2019-05-20,MOPAG,184.61,PW,,
604,CIF MED USDC.UGL1/2M,2019-05-16,2019-05-31,CIF MED USDC.UGL,218.81,1/2M,,
605,EGPC1/2M,2019-05-16,2019-05-31,EGPC,268.65,1/2M,,
606,FOB MED  USDC.UGL1/2M,2019-05-16,2019-05-31,FOB MED  USDC.UGL,197.8,1/2M,,
607,HNWE  USDC.UGL1/2M,2019-05-16,2019-05-31,HNWE  USDC.UGL,202.81,1/2M,,
608,LukOIL FOB MED1/2M,2019-05-16,2019-05-31,LukOIL FOB MED,653.18,1/2M,,
609,ARAB GULF FOB HIGH PRIORPW,2019-05-21,2019-05-27,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
610,EGPCPW,2019-05-21,2019-05-27,EGPC,232,PW,,
611,FOB MED  USDC.UGLPW,2019-05-21,2019-05-27,FOB MED  USDC.UGL,201.85,PW,,
612,HNWE  USDC.UGLPW,2019-05-21,2019-05-27,HNWE  USDC.UGL,207.37,PW,,
613,HROTT  USDC.UGLPW,2019-05-21,2019-05-27,HROTT  USDC.UGL,207.26,PW,,
614,MOPAGPW,2019-05-21,2019-05-27,MOPAG,184.61,PW,,
615,ARAB GULF FOB HIGH PRIORPW,2019-05-28,2019-03-06,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
616,EGPCPW,2019-05-28,2019-03-06,EGPC,233,PW,,
617,FOB MED  USDC.UGLPW,2019-05-28,2019-03-06,FOB MED  USDC.UGL,194.51,PW,,
618,HNWE  USDC.UGLPW,2019-05-28,2019-03-06,HNWE  USDC.UGL,200.61,PW,,
619,HROTT  USDC.UGLPW,2019-05-28,2019-03-06,HROTT  USDC.UGL,201.55,PW,,
620,MOPAGPW,2019-05-28,2019-03-06,MOPAG,184.61,PW,,
621,ARAB GULF FOB HIGH PRIORPM,2019-01-06,2019-06-30,ARAB GULF FOB HIGH PRIOR,185.4,PM,,
622,CIF MED USDC.UGL1/2M,2019-01-06,2019-06-15,CIF MED USDC.UGL,199.04,1/2M,,
623,EGPC1/2M,2019-01-06,2019-06-15,EGPC,278.61,1/2M,,
624,FOB MED  USDC.UGL1/2M,2019-01-06,2019-06-15,FOB MED  USDC.UGL,193.47,1/2M,,
625,FOB MED  USDC.UGLPM,2019-01-06,2019-06-30,FOB MED  USDC.UGL,195.43,PM,,
626,HNWE  USDC.UGL1/2M,2019-01-06,2019-06-15,HNWE  USDC.UGL,199.43,1/2M,,
627,HNWE  USDC.UGLPM,2019-01-06,2019-06-30,HNWE  USDC.UGL,201.04,PM,,
628,HROTT  USDC.UGLPM,2019-01-06,2019-06-30,HROTT  USDC.UGL,200.72,PM,,
629,ISRAELI GOVT USDC.USGPM,2019-01-06,2019-06-30,ISRAELI GOVT USDC.USG,205.36,PM,,
630,LukOIL FOB MED1/2M,2019-01-06,2019-06-15,LukOIL FOB MED,638.88,1/2M,,
631,MOPAGPM,2019-01-06,2019-06-30,MOPAG,189.23,PM,,
632,ARAB GULF FOB HIGH PRIORPW,2019-04-06,2019-10-06,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
633,EGPCPW,2019-04-06,2019-10-06,EGPC,233,PW,,
634,FOB MED  USDC.UGLPW,2019-04-06,2019-10-06,FOB MED  USDC.UGL,186.17,PW,,
635,HNWE  USDC.UGLPW,2019-04-06,2019-10-06,HNWE  USDC.UGL,192.19,PW,,
636,HROTT  USDC.UGLPW,2019-04-06,2019-10-06,HROTT  USDC.UGL,192.26,PW,,
637,MOPAGPW,2019-04-06,2019-10-06,MOPAG,184.61,PW,,
638,ARAB GULF FOB HIGH PRIORPW,2019-11-06,2019-06-17,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
639,EGPCPW,2019-11-06,2019-06-17,EGPC,228,PW,,
640,FOB MED  USDC.UGLPW,2019-11-06,2019-06-17,FOB MED  USDC.UGL,173.07,PW,,
641,HNWE  USDC.UGLPW,2019-11-06,2019-06-17,HNWE  USDC.UGL,178.69,PW,,
642,HROTT  USDC.UGLPW,2019-11-06,2019-06-17,HROTT  USDC.UGL,178.88,PW,,
643,MOPAGPW,2019-11-06,2019-06-17,MOPAG,184.61,PW,,
644,CIF MED USDC.UGL1/2M,2019-06-16,2019-06-30,CIF MED USDC.UGL,179.45,1/2M,,
645,EGPC1/2M,2019-06-16,2019-06-30,EGPC,278.61,1/2M,,
646,FOB MED  USDC.UGL1/2M,2019-06-16,2019-06-30,FOB MED  USDC.UGL,175.42,1/2M,,
647,HNWE  USDC.UGL1/2M,2019-06-16,2019-06-30,HNWE  USDC.UGL,179.87,1/2M,,
648,LukOIL FOB MED1/2M,2019-06-16,2019-06-30,LukOIL FOB MED,579.25,1/2M,,
649,ARAB GULF FOB HIGH PRIORPW,2019-06-18,2019-06-24,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
650,EGPCPW,2019-06-18,2019-06-24,EGPC,228,PW,,
651,FOB MED  USDC.UGLPW,2019-06-18,2019-06-24,FOB MED  USDC.UGL,175.76,PW,,
652,HNWE  USDC.UGLPW,2019-06-18,2019-06-24,HNWE  USDC.UGL,181.05,PW,,
653,HROTT  USDC.UGLPW,2019-06-18,2019-06-24,HROTT  USDC.UGL,181.49,PW,,
654,MOPAGPW,2019-06-18,2019-06-24,MOPAG,184.61,PW,,
655,ARAB GULF FOB HIGH PRIORPW,2019-06-25,2019-01-07,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
656,EGPCPW,2019-06-25,2019-01-07,EGPC,228,PW,,
657,FOB MED  USDC.UGLPW,2019-06-25,2019-01-07,FOB MED  USDC.UGL,180.44,PW,,
658,HNWE  USDC.UGLPW,2019-06-25,2019-01-07,HNWE  USDC.UGL,185.61,PW,,
659,HROTT  USDC.UGLPW,2019-06-25,2019-01-07,HROTT  USDC.UGL,186.08,PW,,
660,MOPAGPW,2019-06-25,2019-01-07,MOPAG,184.61,PW,,
661,ARAB GULF FOB HIGH PRIORPM,2019-01-07,2019-07-31,ARAB GULF FOB HIGH PRIOR,185.4,PM,,
662,CIF MED USDC.UGL1/2M,2019-01-07,2019-07-15,CIF MED USDC.UGL,189.11,1/2M,,
663,EGPC1/2M,2019-01-07,2019-07-15,EGPC,278.61,1/2M,,
664,FOB MED  USDC.UGL1/2M,2019-01-07,2019-07-15,FOB MED  USDC.UGL,184.89,1/2M,,
665,FOB MED  USDC.UGLPM,2019-01-07,2019-07-31,FOB MED  USDC.UGL,179.39,PM,,
666,HNWE  USDC.UGL1/2M,2019-01-07,2019-07-15,HNWE  USDC.UGL,189.51,1/2M,,
667,HNWE  USDC.UGLPM,2019-01-07,2019-07-31,HNWE  USDC.UGL,184.69,PM,,
668,HROTT  USDC.UGLPM,2019-01-07,2019-07-31,HROTT  USDC.UGL,184.35,PM,,
669,ISRAELI GOVT USDC.USGPM,2019-01-07,2019-07-31,ISRAELI GOVT USDC.USG,202.39,PM,,
670,LukOIL FOB MED1/2M,2019-01-07,2019-07-15,LukOIL FOB MED,610.53,1/2M,,
671,MOPAGPM,2019-01-07,2019-07-31,MOPAG,172.83,PM,,
672,ARAB GULF FOB HIGH PRIORPW,2019-02-07,2019-08-07,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
673,EGPCPW,2019-02-07,2019-08-07,EGPC,214,PW,,
674,FOB MED  USDC.UGLPW,2019-02-07,2019-08-07,FOB MED  USDC.UGL,188.27,PW,,
675,HNWE  USDC.UGLPW,2019-02-07,2019-08-07,HNWE  USDC.UGL,193.42,PW,,
676,HROTT  USDC.UGLPW,2019-02-07,2019-08-07,HROTT  USDC.UGL,192.72,PW,,
677,MOPAGPW,2019-02-07,2019-08-07,MOPAG,184.61,PW,,
678,ARAB GULF FOB HIGH PRIORPW,2019-09-07,2019-07-15,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
679,EGPCPW,2019-09-07,2019-07-15,EGPC,214,PW,,
680,FOB MED  USDC.UGLPW,2019-09-07,2019-07-15,FOB MED  USDC.UGL,183.84,PW,,
681,HNWE  USDC.UGLPW,2019-09-07,2019-07-15,HNWE  USDC.UGL,189.65,PW,,
682,HROTT  USDC.UGLPW,2019-09-07,2019-07-15,HROTT  USDC.UGL,188.48,PW,,
683,MOPAGPW,2019-09-07,2019-07-15,MOPAG,184.61,PW,,
684,ARAB GULF FOB HIGH PRIORPW,2019-07-16,2019-07-22,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
685,CIF MED USDC.UGL1/2M,2019-07-16,2019-07-31,CIF MED USDC.UGL,192.2,1/2M,,
686,EGPCPW,2019-07-16,2019-07-22,EGPC,219,PW,,
687,EGPC1/2M,2019-07-16,2019-07-31,EGPC,278.61,1/2M,,
688,FOB MED  USDC.UGLPW,2019-07-16,2019-07-22,FOB MED  USDC.UGL,188.35,PW,,
689,FOB MED  USDC.UGL1/2M,2019-07-16,2019-07-31,FOB MED  USDC.UGL,186.52,1/2M,,
690,HNWE  USDC.UGLPW,2019-07-16,2019-07-22,HNWE  USDC.UGL,194.68,PW,,
691,HNWE  USDC.UGL1/2M,2019-07-16,2019-07-31,HNWE  USDC.UGL,192.6,1/2M,,
692,HROTT  USDC.UGLPW,2019-07-16,2019-07-22,HROTT  USDC.UGL,194.03,PW,,
693,LukOIL FOB MED1/2M,2019-07-16,2019-07-31,LukOIL FOB MED,615.92,1/2M,,
694,MOPAGPW,2019-07-16,2019-07-22,MOPAG,184.61,PW,,
695,ARAB GULF FOB HIGH PRIORPW,2019-07-23,2019-07-29,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
696,EGPCPW,2019-07-23,2019-07-29,EGPC,219,PW,,
697,FOB MED  USDC.UGLPW,2019-07-23,2019-07-29,FOB MED  USDC.UGL,188.12,PW,,
698,HNWE  USDC.UGLPW,2019-07-23,2019-07-29,HNWE  USDC.UGL,194.34,PW,,
699,HROTT  USDC.UGLPW,2019-07-23,2019-07-29,HROTT  USDC.UGL,193.19,PW,,
700,MOPAGPW,2019-07-23,2019-07-29,MOPAG,184.61,PW,,
701,ARAB GULF FOB HIGH PRIORPW,2019-07-30,2019-05-08,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
702,ARAB GULF FOB HIGH PRIORPW,2019-07-30,2019-08-05,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
703,EGPCPW,2019-07-30,2019-05-08,EGPC,221,PW,,
704,FOB MED  USDC.UGLPW,2019-07-30,2019-05-08,FOB MED  USDC.UGL,188.77,PW,,
705,HNWE  USDC.UGLPW,2019-07-30,2019-05-08,HNWE  USDC.UGL,194.12,PW,,
706,HROTT  USDC.UGLPW,2019-07-30,2019-05-08,HROTT  USDC.UGL,193.13,PW,,
707,MOPAGPW,2019-07-30,2019-05-08,MOPAG,184.61,PW,,
708,ARAB GULF FOB HIGH PRIORPM,2019-01-08,2019-08-31,ARAB GULF FOB HIGH PRIOR,185.4,PM,,
709,CIF MED USDC.UGL1/2M,2019-01-08,2019-08-15,CIF MED USDC.UGL,193.9,1/2M,,
710,EGPC1/2M,2019-01-08,2019-08-15,EGPC,278.61,1/2M,,
711,FOB MED  USDC.UGL1/2M,2019-01-08,2019-08-15,FOB MED  USDC.UGL,188.45,1/2M,,
712,FOB MED  USDC.UGLPM,2019-01-08,2019-08-31,FOB MED  USDC.UGL,187.27,PM,,
713,HNWE  USDC.UGL1/2M,2019-01-08,2019-08-15,HNWE  USDC.UGL,194.3,1/2M,,
714,HNWE  USDC.UGLPM,2019-01-08,2019-08-31,HNWE  USDC.UGL,193.49,PM,,
715,HROTT  USDC.UGLPM,2019-01-08,2019-08-31,HROTT  USDC.UGL,191.99,PM,,
716,ISRAELI GOVT USDC.USGPM,2019-01-08,2019-08-31,ISRAELI GOVT USDC.USG,203.79,PM,,
717,LukOIL FOB MED1/2M,2019-01-08,2019-08-15,LukOIL FOB MED,622.28,1/2M,,
718,MOPAGPM,2019-01-08,2019-08-31,MOPAG,182.54,PM,,
719,ARAB GULF FOB HIGH PRIORPW,2019-06-08,2019-12-08,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
720,EGPCPW,2019-06-08,2019-12-08,EGPC,221,PW,,
721,FOB MED  USDC.UGLPW,2019-06-08,2019-12-08,FOB MED  USDC.UGL,188.26,PW,,
722,HNWE  USDC.UGLPW,2019-06-08,2019-12-08,HNWE  USDC.UGL,192.97,PW,,
723,HROTT  USDC.UGLPW,2019-06-08,2019-12-08,HROTT  USDC.UGL,191.91,PW,,
724,MOPAGPW,2019-06-08,2019-12-08,MOPAG,184.61,PW,,
725,ARAB GULF FOB HIGH PRIORPW,2019-08-13,2019-08-19,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
726,EGPCPW,2019-08-13,2019-08-19,EGPC,223,PW,,
727,FOB MED  USDC.UGLPW,2019-08-13,2019-08-19,FOB MED  USDC.UGL,176.37,PW,,
728,HNWE  USDC.UGLPW,2019-08-13,2019-08-19,HNWE  USDC.UGL,180.75,PW,,
729,HROTT  USDC.UGLPW,2019-08-13,2019-08-19,HROTT  USDC.UGL,179.88,PW,,
730,MOPAGPW,2019-08-13,2019-08-19,MOPAG,184.61,PW,,
731,CIF MED USDC.UGL1/2M,2019-08-16,2019-08-31,CIF MED USDC.UGL,182.9,1/2M,,
732,EGPC1/2M,2019-08-16,2019-08-31,EGPC,278.61,1/2M,,
733,FOB MED  USDC.UGL1/2M,2019-08-16,2019-08-31,FOB MED  USDC.UGL,179.13,1/2M,,
734,HNWE  USDC.UGL1/2M,2019-08-16,2019-08-31,HNWE  USDC.UGL,183.31,1/2M,,
735,LukOIL FOB MED1/2M,2019-08-16,2019-08-31,LukOIL FOB MED,591.52,1/2M,,
736,ARAB GULF FOB HIGH PRIORPW,2019-08-20,2019-08-26,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
737,EGPCPW,2019-08-20,2019-08-26,EGPC,218,PW,,
738,FOB MED  USDC.UGLPW,2019-08-20,2019-08-26,FOB MED  USDC.UGL,179.29,PW,,
739,HNWE  USDC.UGLPW,2019-08-20,2019-08-26,HNWE  USDC.UGL,183.37,PW,,
740,HROTT  USDC.UGLPW,2019-08-20,2019-08-26,HROTT  USDC.UGL,182.49,PW,,
741,MOPAGPW,2019-08-20,2019-08-26,MOPAG,184.61,PW,,
742,ARAB GULF FOB HIGH PRIORPW,2019-08-27,2019-02-09,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
743,EGPCPW,2019-08-27,2019-02-09,EGPC,215,PW,,
744,FOB MED  USDC.UGLPW,2019-08-27,2019-02-09,FOB MED  USDC.UGL,180.78,PW,,
745,HNWE  USDC.UGLPW,2019-08-27,2019-02-09,HNWE  USDC.UGL,184.58,PW,,
746,HROTT  USDC.UGLPW,2019-08-27,2019-02-09,HROTT  USDC.UGL,184.56,PW,,
747,MOPAGPW,2019-08-27,2019-02-09,MOPAG,184.61,PW,,
748,ARAB GULF FOB HIGH PRIORPM,2019-01-09,2019-09-30,ARAB GULF FOB HIGH PRIOR,185.4,PM,,
749,CIF MED USDC.UGL1/2M,2019-01-09,2019-09-15,CIF MED USDC.UGL,183.86,1/2M,,
750,CIF MED USDC.UGL1/2M,2019-01-09,2019-09-15,CIF MED USDC.UGL,200.1,1/2M,,
751,EGPC1/2M,2019-01-09,2019-09-15,EGPC,215,1/2M,,
752,EGPC1/2M,2019-01-09,2019-09-15,EGPC,210,1/2M,,
753,EGPC1/2M,2019-01-09,2019-09-15,EGPC,278.61,1/2M,,
754,FOB MED  USDC.UGL1/2M,2019-01-09,2019-09-15,FOB MED  USDC.UGL,179.7,1/2M,,
755,FOB MED  USDC.UGLPM,2019-01-09,2019-09-30,FOB MED  USDC.UGL,179.65,PM,,
756,HNWE  USDC.UGL1/2M,2019-01-09,2019-09-15,HNWE  USDC.UGL,184.26,1/2M,,
757,HNWE  USDC.UGLPM,2019-01-09,2019-09-30,HNWE  USDC.UGL,183.76,PM,,
758,HROTT  USDC.UGLPM,2019-01-09,2019-09-30,HROTT  USDC.UGL,182.84,PM,,
759,ISRAELI GOVT USDC.USGPM,2019-01-09,2019-09-30,ISRAELI GOVT USDC.USG,194.6,PM,,
760,LukOIL FOB MED1/2M,2019-01-09,2019-09-15,LukOIL FOB MED,593.38,1/2M,,
761,MOPAGPM,2019-01-09,2019-09-30,MOPAG,182.54,PM,,
762,ARAB GULF FOB HIGH PRIORPW,2019-03-09,2019-09-09,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
763,EGPCPW,2019-03-09,2019-09-09,EGPC,215,PW,,
764,FOB MED  USDC.UGLPW,2019-03-09,2019-09-09,FOB MED  USDC.UGL,180.32,PW,,
765,HNWE  USDC.UGLPW,2019-03-09,2019-09-09,HNWE  USDC.UGL,184.29,PW,,
766,HROTT  USDC.UGLPW,2019-03-09,2019-09-09,HROTT  USDC.UGL,184.18,PW,,
767,MOPAGPW,2019-03-09,2019-09-09,MOPAG,184.61,PW,,
768,ARAB GULF FOB HIGH PRIORPW,2019-10-09,2019-09-16,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
769,EGPCPW,2019-10-09,2019-09-16,EGPC,215,PW,,
770,FOB MED  USDC.UGLPW,2019-10-09,2019-09-16,FOB MED  USDC.UGL,180.37,PW,,
771,HNWE  USDC.UGLPW,2019-10-09,2019-09-16,HNWE  USDC.UGL,184.35,PW,,
772,HROTT  USDC.UGLPW,2019-10-09,2019-09-16,HROTT  USDC.UGL,184.2,PW,,
773,MOPAGPW,2019-10-09,2019-09-16,MOPAG,184.61,PW,,
774,CIF MED USDC.UGL1/2M,2019-09-16,2019-09-30,CIF MED USDC.UGL,186.83,1/2M,,
775,EGPC1/2M,2019-09-16,2019-09-30,EGPC,278.61,1/2M,,
776,FOB MED  USDC.UGL1/2M,2019-09-16,2019-09-30,FOB MED  USDC.UGL,182.79,1/2M,,
777,HNWE  USDC.UGL1/2M,2019-09-16,2019-09-30,HNWE  USDC.UGL,187.23,1/2M,,
778,LukOIL FOB MED1/2M,2019-09-16,2019-09-30,LukOIL FOB MED,603.6,1/2M,,
779,ARAB GULF FOB HIGH PRIORPW,2019-09-17,2019-09-23,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
780,EGPCPW,2019-09-17,2019-09-23,EGPC,215,PW,,
781,FOB MED  USDC.UGLPW,2019-09-17,2019-09-23,FOB MED  USDC.UGL,186.09,PW,,
782,HNWE  USDC.UGLPW,2019-09-17,2019-09-23,HNWE  USDC.UGL,190.12,PW,,
783,HROTT  USDC.UGLPW,2019-09-17,2019-09-23,HROTT  USDC.UGL,189.77,PW,,
784,MOPAGPW,2019-09-17,2019-09-23,MOPAG,184.61,PW,,
785,ARAB GULF FOB HIGH PRIORPW,2019-09-24,2019-09-30,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
786,EGPCPW,2019-09-24,2019-09-30,EGPC,215,PW,,
787,FOB MED  USDC.UGLPW,2019-09-24,2019-09-30,FOB MED  USDC.UGL,199.93,PW,,
788,HNWE  USDC.UGLPW,2019-09-24,2019-09-30,HNWE  USDC.UGL,203.99,PW,,
789,HROTT  USDC.UGLPW,2019-09-24,2019-09-30,HROTT  USDC.UGL,202.97,PW,,
790,MOPAGPW,2019-09-24,2019-09-30,MOPAG,184.61,PW,,
791,ARAB GULF FOB HIGH PRIORPW,2019-01-10,2019-07-10,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
792,ARAB GULF FOB HIGH PRIORPM,2019-01-10,2019-10-31,ARAB GULF FOB HIGH PRIOR,185.4,PM,,
793,CIF MED USDC.UGL1/2M,2019-01-10,2019-10-15,CIF MED USDC.UGL,200.1,1/2M,,
794,EGPCPW,2019-01-10,2019-07-10,EGPC,215,PW,,
795,EGPC1/2M,2019-01-10,2019-10-15,EGPC,278.61,1/2M,,
796,FOB MED  USDC.UGLPW,2019-01-10,2019-07-10,FOB MED  USDC.UGL,194.04,PW,,
797,FOB MED  USDC.UGL1/2M,2019-01-10,2019-10-15,FOB MED  USDC.UGL,196.47,1/2M,,
798,FOB MED  USDC.UGLPM,2019-01-10,2019-10-31,FOB MED  USDC.UGL,190.09,PM,,
799,HNWE  USDC.UGLPW,2019-01-10,2019-07-10,HNWE  USDC.UGL,198.28,PW,,
800,HNWE  USDC.UGL1/2M,2019-01-10,2019-10-15,HNWE  USDC.UGL,200.49,1/2M,,
801,HNWE  USDC.UGLPM,2019-01-10,2019-10-31,HNWE  USDC.UGL,194.18,PM,,
802,HROTT  USDC.UGLPW,2019-01-10,2019-07-10,HROTT  USDC.UGL,198.07,PW,,
803,HROTT  USDC.UGLPM,2019-01-10,2019-10-31,HROTT  USDC.UGL,193.3,PM,,
804,ISRAELI GOVT USDC.USGPM,2019-01-10,2019-10-31,ISRAELI GOVT USDC.USG,209.3,PM,,
805,LukOIL FOB MED1/2M,2019-01-10,2019-10-15,LukOIL FOB MED,648.78,1/2M,,
806,MOPAGPW,2019-01-10,2019-07-10,MOPAG,184.61,PW,,
807,MOPAGPM,2019-08-10,2019-10-31,MOPAG,182.54,PM,,
808,ARAB GULF FOB HIGH PRIORPW,2019-08-10,2019-10-14,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
809,EGPCPW,2019-08-10,2019-10-14,EGPC,215,PW,,
